,head,variable,value
2996,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi2039
2997,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi4
2998,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi175
2999,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi517
3000,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1886
3001,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi32
3002,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi1332
3003,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1842
3004,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,prerequisite,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23
3005,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1075
3006,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi1893
3007,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi529
3008,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,l_text_topics,topic_2
3009,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1003
3010,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi1600
3011,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi131
3012,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,l_text_topics,topic_2
3013,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi1503
3014,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi892
3015,Course1_W10-S1-L1_Introduction_1-02,concept_vocab_index,vi1073
3016,Course2_W8-S2-L1_What_is_Question_Answering_7-28,level,level_3
3017,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,l_text_topics,topic_0
3018,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi1132
3019,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,prerequisite,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34
3020,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi131
3021,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi18
3022,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi682
3023,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi557
3024,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1840
3025,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,concept_vocab_index,vi1807
3026,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,prerequisite,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59
3027,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1644
3028,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi378
3029,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1880
3030,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi1611
3031,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1880
3032,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1349
3033,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,level,level_1
3034,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi282
3035,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi173
3036,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1268
3037,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi304
3038,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1740
3039,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,l_text_topics,topic_2
3040,Course1_W1-S3-L5_Summary_2-31,concept_vocab_index,vi167
3041,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi1570
3042,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,l_text_topics,topic_3
3043,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi263
3044,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,concept_vocab_index,vi831
3045,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi1611
3046,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi1180
3047,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1842
3048,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi2039
3049,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1188
3050,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi1282
3051,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi1756
3052,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi81
3053,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi0
3054,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi173
3055,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,level,level_1
3056,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi955
3057,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1313
3058,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1922
3059,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi84
3060,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1003
3061,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi435
3062,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi131
3063,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi1132
3064,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1664
3065,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi92
3066,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi192
3067,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi557
3068,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1454
3069,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi1628
3070,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1441
3071,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1373
3072,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi2055
3073,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1075
3074,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi1887
3075,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1740
3076,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi81
3077,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1295
3078,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,prerequisite,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43
3079,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi229
3080,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,concept_vocab_index,vi2014
3081,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi204
3082,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi129
3083,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi1672
3084,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi0
3085,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi283
3086,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi220
3087,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1893
3088,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi1073
3089,Course1_W5-S1-L1_Opening_Comments_0-25,l_text_topics,topic_12
3090,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi892
3091,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi1003
3092,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi1003
3093,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,l_text_topics,topic_8
3094,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi1880
3095,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi197
3096,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi173
3097,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi1520
3098,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi675
3099,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi951
3100,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,prerequisite,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32
3101,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi173
3102,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi997
3103,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi1474
3104,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi852
3105,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1594
3106,Course1_W8-S2-L6_Summary_1-12,concept_vocab_index,vi1693
3107,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi126
3108,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi1611
3109,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,l_text_topics,topic_11
3110,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1073
3111,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi827
3112,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi173
3113,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1468
3114,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi892
3115,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi653
3116,Course2_W6-S1-L2_Grammar_Transforms_12-05,l_text_topics,topic_13
3117,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi192
3118,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1942
3119,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi1132
3120,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi1813
3121,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi131
3122,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1926
3123,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1308
3124,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1132
3125,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1372
3126,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi557
3127,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1740
3128,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1874
3129,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1324
3130,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1945
3131,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi767
3132,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi662
3133,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi675
3134,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi672
3135,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1579
3136,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi318
3137,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi751
3138,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1886
3139,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi1188
3140,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,concept_vocab_index,vi675
3141,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_5
3142,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi92
3143,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1132
3144,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi851
3145,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi392
3146,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi288
3147,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi1821
3148,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi1003
3149,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi1880
3150,Course1_W1-S2-L5_Trigram_Language_Models_9-40,l_text_topics,topic_8
3151,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,concept_vocab_index,vi827
3152,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,concept_vocab_index,vi4
3153,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi997
3154,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi672
3155,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi861
3156,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1893
3157,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi2042
3158,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1754
3159,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi0
3160,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1503
3161,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi672
3162,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,concept_vocab_index,vi175
3163,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,l_text_topics,topic_0
3164,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi672
3165,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi192
3166,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi192
3167,Course2_W6-S1-L2_Grammar_Transforms_12-05,prerequisite,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29
3168,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi435
3169,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi1673
3170,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi662
3171,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi1188
3172,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1926
3173,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi52
3174,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi318
3175,Course1_W1-S2-L5_Trigram_Language_Models_9-40,level,level_1
3176,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1840
3177,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi193
3178,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi547
3179,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi751
3180,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,l_text_topics,topic_8
3181,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1132
3182,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi0
3183,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi1600
3184,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi394
3185,Course1_W6-S2-L3_Definition_of_the_Decoding_Problem_Part_3_10-43,concept_vocab_index,vi81
3186,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi675
3187,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,l_text_topics,topic_3
3188,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1520
3189,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi1874
3190,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1740
3191,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,prerequisite,Course1_W5-S2-L4_IBM_Model_2_11-27
3192,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi882
3193,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1075
3194,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi50
3195,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi2055
3196,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi175
3197,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi67
3198,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi282
3199,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi1840
3200,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi204
3201,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi529
3202,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi192
3203,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi193
3204,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi192
3205,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi1520
3206,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi131
3207,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi1683
3208,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1342
3209,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi675
3210,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi1295
3211,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi602
3212,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1244
3213,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1925
3214,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi2014
3215,Course1_W8-S1-L6_The_Viterbi_Algorithm_for_Log-linear_Taggers_9-37,concept_vocab_index,vi460
3216,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1503
3217,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1018
3218,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1407
3219,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi1842
3220,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi932
3221,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi2014
3222,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi81
3223,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi672
3224,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1693
3225,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1468
3226,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi339
3227,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi1003
3228,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi675
3229,Course2_W1-S2-L2_Regular_Expressions_in_Practical_NLP_6-04,level,level_3
3230,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1420
3231,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi167
3232,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi1420
3233,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi444
3234,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1685
3235,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1073
3236,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi520
3237,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi378
3238,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi675
3239,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1168
3240,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi2039
3241,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi819
3242,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi318
3243,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1789
3244,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi238
3245,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,concept_vocab_index,vi283
3246,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi665
3247,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1132
3248,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1926
3249,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi1570
3250,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi1600
3251,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1570
3252,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi4
3253,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi2039
3254,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi986
3255,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1474
3256,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi392
3257,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,l_text_topics,topic_14
3258,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,prerequisite,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35
3259,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1886
3260,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,concept_vocab_index,vi1556
